Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-112315,Transmission across Chemical Synapses,1,355,0.02411521,0.922936685,0.922936685,12,163,0.012321415,9606,Homo sapiens,STX1A,,R-HSA-888589;R-HSA-380869;R-HSA-380901;R-HSA-372529;R-HSA-374899;R-HSA-210426;R-HSA-380574;R-HSA-372505;R-HSA-380905;R-HSA-210430;R-HSA-917744;R-HSA-374922
R-HSA-196854,Metabolism of vitamins and cofactors,1,383,0.026017254,0.937211132,0.937211132,1,206,0.01557185,9606,Homo sapiens,GPR172A,,R-HSA-3165230
R-HSA-913531,Interferon Signaling,1,401,0.027239997,0.944970058,0.944970058,1,69,0.005215814,9606,Homo sapiens,NUP107,,R-HSA-1176059
R-HSA-425407,SLC-mediated transmembrane transport,1,418,0.02839481,0.951422884,0.951422884,1,191,0.014437977,9606,Homo sapiens,SLC39A4,,R-HSA-442422
R-HSA-446203,Asparagine N-linked glycosylation,1,421,0.028598601,0.95248113,0.95248113,1,144,0.010885177,9606,Homo sapiens,GNPNAT1,,R-HSA-449734
R-HSA-392499,Metabolism of proteins,11,2363,0.160518986,0.960798397,0.960798397,39,892,0.067427621,9606,Homo sapiens,NUP107;CCNE2;UBE2C;ADRM1;EIF4EBP1;VDAC3;GNPNAT1;ERAL1;BRCA1;STX1A,,R-HSA-5389842;R-HSA-449734;R-HSA-390470;R-HSA-5419281;R-HSA-5691411;R-HSA-5368279;R-HSA-4615872;R-HSA-5389848;R-HSA-5389849;R-HSA-9023173;R-HSA-5419264;R-HSA-5228508;R-HSA-5689539;R-HSA-5419271;R-HSA-5665871;R-HSA-5419273;R-HSA-2997616;R-HSA-5419279;R-HSA-5389839;R-HSA-5419277;R-HSA-2997709;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-8852130;R-HSA-8852129;R-HSA-5665854;R-HSA-6814409;R-HSA-72622;R-HSA-5419261;R-HSA-3000348;R-HSA-5389857;R-HSA-4615987;R-HSA-3000411;R-HSA-4570493;R-HSA-4551679;R-HSA-4655355;R-HSA-5696872
R-HSA-71387,Metabolism of carbohydrates,1,456,0.030976157,0.963261735,0.963261735,1,243,0.018368735,9606,Homo sapiens,NUP107,,R-HSA-170796
R-HSA-983169,Class I MHC mediated antigen processing & presentation,1,465,0.031587528,0.965617356,0.965617356,4,48,0.003628392,9606,Homo sapiens,UBE2C,,R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-983152
R-HSA-597592,Post-translational protein modification,6,1597,0.108484478,0.976464834,0.976464834,22,526,0.039761131,9606,Homo sapiens,NUP107;UBE2C;ADRM1;VDAC3;GNPNAT1;BRCA1,,R-HSA-2997709;R-HSA-449734;R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-5691411;R-HSA-8852130;R-HSA-4615872;R-HSA-8852129;R-HSA-5665854;R-HSA-3000348;R-HSA-5228508;R-HSA-5689539;R-HSA-4615987;R-HSA-3000411;R-HSA-4570493;R-HSA-5665871;R-HSA-4551679;R-HSA-4655355;R-HSA-2997616;R-HSA-5696872
R-HSA-1280218,Adaptive Immune System,3,1003,0.068133958,0.977072211,0.977072211,10,264,0.019956157,9606,Homo sapiens,YTHDF1;UBE2C;YWHAZ,,R-HSA-2130641;R-HSA-8951498;R-HSA-392513;R-HSA-913993;R-HSA-2130725;R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-2130619;R-HSA-983152
R-HSA-556833,Metabolism of lipids,5,1451,0.098566673,0.981349014,0.981349014,7,947,0.071585154,9606,Homo sapiens,AGPAT6;CSE1L;ADRM1;DDHD2;BRCA1,,R-HSA-549112;R-HSA-73920;R-HSA-8867667;R-HSA-73912;R-HSA-75885;R-HSA-6786650;R-HSA-8873929
R-HSA-71291,Metabolism of amino acids and derivatives,1,661,0.044901841,0.991963983,0.991963983,1,285,0.021543579,9606,Homo sapiens,PYCRL,,R-HSA-6783955
R-HSA-1643685,Disease,9,2538,0.172406766,0.996343461,0.996343461,58,1589,0.120114899,9606,Homo sapiens,NUP107;CCNE2;CCND1;UBE2C;RPS6KB2;FRS2;BRCA1;SLC39A4;STX1A,,R-HSA-5655252;R-HSA-5655248;R-HSA-5655262;R-HSA-5655263;R-HSA-180622;R-HSA-9614367;R-HSA-168337;R-HSA-9659782;R-HSA-5655235;R-HSA-5655233;R-HSA-5655245;R-HSA-5655240;R-HSA-5655241;R-HSA-192925;R-HSA-5655284;R-HSA-5655285;R-HSA-5655295;R-HSA-5655290;R-HSA-2400009;R-HSA-5655289;R-HSA-5655270;R-HSA-165043;R-HSA-5655268;R-HSA-168880;R-HSA-5655269;R-HSA-9614369;R-HSA-9636128;R-HSA-5655266;R-HSA-165047;R-HSA-5655278;R-HSA-8853310;R-HSA-8853308;R-HSA-5655277;R-HSA-5654125;R-HSA-8853307;R-HSA-181567;R-HSA-9687377;R-HSA-8853316;R-HSA-8853315;R-HSA-8853314;R-HSA-5655315;R-HSA-9699163;R-HSA-5655326;R-HSA-9663194;R-HSA-8853323;R-HSA-5655323;R-HSA-5655320;R-HSA-2399999;R-HSA-9629004;R-HSA-5655351;R-HSA-5655348;R-HSA-180710;R-HSA-5655347;R-HSA-1176059;R-HSA-192627;R-HSA-5661474;R-HSA-5655339;R-HSA-180732
R-HSA-168249,Innate Immune System,3,1331,0.090415053,0.996880875,0.996880875,3,701,0.052989644,9606,Homo sapiens,YTHDF1;PPAPDC1B;ATP6V1C1,,R-HSA-2029468;R-HSA-1222516;R-HSA-2201293
R-HSA-168256,Immune System,9,2713,0.184294545,0.998528377,0.998528377,18,1593,0.120417265,9606,Homo sapiens,YTHDF1;NUP107;CCND1;UBE2C;YWHAZ;PPAPDC1B;STX1A;ATP6V1C1,,R-HSA-2029468;R-HSA-8951498;R-HSA-392513;R-HSA-913993;R-HSA-2130725;R-HSA-1222516;R-HSA-1176059;R-HSA-983140;R-HSA-914182;R-HSA-2201293;R-HSA-2130641;R-HSA-6790036;R-HSA-912757;R-HSA-983157;R-HSA-449117;R-HSA-983156;R-HSA-2130619;R-HSA-983152
R-HSA-5663205,Infectious disease,2,1468,0.099721486,0.999795357,0.999795357,15,751,0.056769219,9606,Homo sapiens,NUP107;STX1A,,R-HSA-180710;R-HSA-1176059;R-HSA-180622;R-HSA-9614367;R-HSA-192627;R-HSA-165043;R-HSA-168880;R-HSA-9614369;R-HSA-168337;R-HSA-9636128;R-HSA-165047;R-HSA-181567;R-HSA-180732;R-HSA-9629004;R-HSA-192925
R-HSA-1430728,Metabolism,12,3658,0.248488554,0.999818375,0.999818375,17,2247,0.169854108,9606,Homo sapiens,AGPAT6;NUP107;PYCRL;RRM2B;GPR172A;CSE1L;ADRM1;DDHD2;BRCA1;COX6C;SRGAP1;STX1A,,R-HSA-73920;R-HSA-8866405;R-HSA-73571;R-HSA-73573;R-HSA-73577;R-HSA-265166;R-HSA-75885;R-HSA-163214;R-HSA-8873929;R-HSA-170796;R-HSA-549112;R-HSA-8867667;R-HSA-6783955;R-HSA-73912;R-HSA-6786650;R-HSA-111804;R-HSA-3165230
R-HSA-388396,GPCR downstream signalling,1,1355,0.092045377,0.999960487,0.999960487,2,260,0.019653791,9606,Homo sapiens,ASH2L,,R-HSA-419166;R-HSA-400586
R-HSA-372790,Signaling by GPCR,1,1497,0.101691461,0.999987127,0.999987127,2,445,0.033638219,9606,Homo sapiens,ASH2L,,R-HSA-419166;R-HSA-400586
